Verification ID,Location,Safeguard,Criticality,Passed,Verified By,Date,Failed
V0332,Rig B,Blowout Preventer,Critical,True,aud_332,2022-10-31,False
V0333,Plant Y,Relief Valve,Low,True,aud_333,2022-12-29,False
V0334,Platform C,Blowout Preventer,Low,False,aud_334,2022-08-20,True
V0335,Rig B,Fire Detection,High,False,aud_335,2022-09-11,True
V0336,Platform C,Emergency Shutdown,Low,False,aud_336,2023-09-12,True
V0337,Rig B,Relief Valve,High,True,aud_337,2023-04-22,False
V0338,Plant Y,Relief Valve,Low,True,aud_338,2022-04-02,False
V0339,Platform C,Fire Detection,High,True,aud_339,2023-10-11,False
V0340,Platform C,Blowout Preventer,Critical,False,aud_340,2023-11-29,True
V0341,Platform C,Emergency Shutdown,High,True,aud_341,2022-02-11,False
V0342,Rig B,Relief Valve,High,True,aud_342,2024-02-06,False
V0343,Terminal X,Emergency Shutdown,Medium,False,aud_343,2023-03-28,True
V0344,Plant Y,Relief Valve,Critical,False,aud_344,2022-03-18,True
V0345,Platform C,Blowout Preventer,Critical,False,aud_345,2023-11-17,True
V0346,Terminal X,Relief Valve,Critical,True,aud_346,2023-10-12,False
V0347,Plant Y,Relief Valve,Low,True,aud_347,2022-08-18,False
V0348,Plant Y,Gas Detection,Medium,True,aud_348,2022-09-14,False
V0349,Platform C,Blowout Preventer,Critical,False,aud_349,2022-12-30,True
V0350,Platform C,Fire Detection,Low,False,aud_350,2023-04-05,True
V0351,Rig B,Fire Detection,Low,False,aud_351,2023-04-11,True
V0352,Terminal X,Blowout Preventer,Low,False,aud_352,2023-01-06,True
V0353,Terminal X,Fire Detection,Medium,True,aud_353,2022-12-04,False
V0354,Platform C,Blowout Preventer,Low,True,aud_354,2023-05-25,False
V0355,Plant Y,Fire Detection,Medium,True,aud_355,2024-02-28,False
V0356,Platform C,Gas Detection,High,True,aud_356,2024-02-19,False
V0357,Plant Y,Fire Detection,Low,True,aud_357,2023-11-14,False
V0358,Plant Y,Relief Valve,Critical,True,aud_358,2022-06-06,False
V0359,Platform C,Blowout Preventer,Low,True,aud_359,2023-09-19,False
V0360,Rig A,Emergency Shutdown,High,True,aud_360,2023-10-20,False
V0361,Terminal X,Emergency Shutdown,High,False,aud_361,2023-11-14,True
V0362,Plant Y,Blowout Preventer,Low,False,aud_362,2024-02-21,True
V0363,Plant Y,Gas Detection,High,True,aud_363,2022-02-12,False
V0364,Rig A,Fire Detection,Medium,False,aud_364,2022-06-29,True
V0365,Rig B,Gas Detection,Medium,True,aud_365,2022-11-28,False
V0366,Rig A,Emergency Shutdown,Low,True,aud_366,2022-08-04,False
V0367,Rig A,Blowout Preventer,Medium,False,aud_367,2022-11-19,True
V0368,Plant Y,Blowout Preventer,Medium,True,aud_368,2022-02-04,False
V0369,Terminal X,Gas Detection,Critical,True,aud_369,2022-07-07,False
V0370,Rig A,Gas Detection,Low,True,aud_370,2023-09-19,False
V0371,Rig B,Fire Detection,High,True,aud_371,2022-12-24,False
V0372,Platform C,Relief Valve,Low,True,aud_372,2023-04-26,False
V0373,Rig A,Relief Valve,Medium,True,aud_373,2022-06-10,False
V0374,Rig A,Fire Detection,Critical,True,aud_374,2023-07-02,False
V0375,Rig B,Relief Valve,Low,False,aud_375,2023-09-19,True
V0376,Terminal X,Emergency Shutdown,Low,False,aud_376,2022-12-08,True
V0377,Rig A,Relief Valve,Medium,True,aud_377,2024-01-08,False
V0378,Rig A,Fire Detection,Medium,False,aud_378,2023-08-06,True
V0379,Terminal X,Relief Valve,Low,True,aud_379,2023-09-09,False
V0380,Rig B,Blowout Preventer,Medium,True,aud_380,2022-08-19,False
V0381,Rig A,Gas Detection,Medium,True,aud_381,2023-04-16,False
V0382,Terminal X,Emergency Shutdown,Medium,True,aud_382,2023-05-23,False
V0383,Rig A,Blowout Preventer,Medium,False,aud_383,2023-05-14,True
V0384,Platform C,Blowout Preventer,Medium,False,aud_384,2022-02-10,True
V0385,Plant Y,Fire Detection,Critical,False,aud_385,2023-10-22,True
V0386,Platform C,Gas Detection,Medium,False,aud_386,2022-01-22,True
V0387,Rig A,Gas Detection,High,True,aud_387,2023-09-16,False
V0388,Rig B,Emergency Shutdown,Low,False,aud_388,2023-07-06,True
V0389,Plant Y,Fire Detection,Critical,True,aud_389,2024-02-28,False
V0390,Platform C,Emergency Shutdown,Critical,True,aud_390,2022-07-16,False
V0391,Terminal X,Relief Valve,Medium,False,aud_391,2022-07-22,True
V0392,Rig B,Blowout Preventer,Low,True,aud_392,2022-04-23,False
V0393,Platform C,Emergency Shutdown,High,False,aud_393,2023-05-08,True
V0394,Terminal X,Blowout Preventer,Medium,False,aud_394,2022-04-02,True
V0395,Rig A,Fire Detection,Low,False,aud_395,2022-02-02,True
V0396,Terminal X,Relief Valve,Medium,False,aud_396,2023-12-16,True
V0397,Platform C,Fire Detection,Medium,False,aud_397,2022-01-22,True
V0398,Platform C,Relief Valve,Medium,True,aud_398,2022-12-03,False
V0399,Rig A,Relief Valve,Medium,False,aud_399,2022-05-10,True
V0400,Terminal X,Blowout Preventer,Medium,False,aud_400,2023-07-29,True
V0401,Terminal X,Fire Detection,Medium,True,aud_401,2022-10-22,False
V0402,Rig A,Fire Detection,Medium,False,aud_402,2023-11-30,True
V0403,Terminal X,Emergency Shutdown,High,False,aud_403,2022-03-05,True
V0404,Rig A,Fire Detection,Critical,True,aud_404,2023-10-01,False
V0405,Rig B,Emergency Shutdown,High,True,aud_405,2023-01-13,False
V0406,Platform C,Gas Detection,Medium,False,aud_406,2023-03-13,True
V0407,Rig B,Gas Detection,Medium,True,aud_407,2023-08-28,False
V0408,Plant Y,Gas Detection,High,False,aud_408,2023-08-17,True
V0409,Plant Y,Fire Detection,High,True,aud_409,2022-03-21,False
V0410,Plant Y,Fire Detection,Critical,False,aud_410,2023-07-29,True
V0411,Rig A,Emergency Shutdown,High,False,aud_411,2022-01-19,True
V0412,Terminal X,Relief Valve,Critical,False,aud_412,2023-09-05,True
V0413,Rig B,Emergency Shutdown,Medium,True,aud_413,2022-12-28,False
V0414,Rig B,Gas Detection,Low,False,aud_414,2022-08-29,True
V0415,Rig B,Emergency Shutdown,Low,True,aud_415,2024-01-03,False
V0416,Rig B,Relief Valve,Low,False,aud_416,2023-12-13,True
V0417,Plant Y,Fire Detection,Low,False,aud_417,2022-05-27,True
V0418,Rig B,Emergency Shutdown,Medium,False,aud_418,2023-07-25,True
V0419,Terminal X,Gas Detection,Low,False,aud_419,2023-07-06,True
V0420,Plant Y,Gas Detection,High,False,aud_420,2022-02-14,True
V0421,Rig B,Fire Detection,High,True,aud_421,2022-07-26,False
V0422,Rig A,Emergency Shutdown,Low,True,aud_422,2022-08-21,False
V0423,Platform C,Relief Valve,High,True,aud_423,2024-02-13,False
V0424,Platform C,Fire Detection,Critical,False,aud_424,2023-02-11,True
V0425,Platform C,Emergency Shutdown,Medium,False,aud_425,2023-11-10,True
V0426,Plant Y,Blowout Preventer,Low,True,aud_426,2022-12-25,False
V0427,Rig B,Gas Detection,Low,False,aud_427,2023-05-11,True
V0428,Plant Y,Relief Valve,Medium,False,aud_428,2023-05-07,True
V0429,Terminal X,Relief Valve,High,False,aud_429,2023-09-23,True
V0430,Rig A,Relief Valve,Medium,True,aud_430,2022-01-09,False
V0431,Rig A,Gas Detection,Medium,True,aud_431,2023-07-24,False
V0432,Platform C,Emergency Shutdown,High,True,aud_432,2023-06-10,False
V0433,Platform C,Fire Detection,Medium,True,aud_433,2023-03-26,False
V0434,Platform C,Emergency Shutdown,High,True,aud_434,2022-05-25,False
V0435,Rig B,Fire Detection,High,False,aud_435,2023-03-02,True
V0436,Terminal X,Relief Valve,Medium,False,aud_436,2022-12-21,True
V0437,Terminal X,Emergency Shutdown,Critical,False,aud_437,2023-10-27,True
V0438,Terminal X,Relief Valve,High,False,aud_438,2023-07-23,True
V0439,Terminal X,Blowout Preventer,Medium,True,aud_439,2022-06-23,False
V0440,Platform C,Relief Valve,High,True,aud_440,2022-10-20,False
V0441,Rig A,Relief Valve,Critical,False,aud_441,2022-06-16,True
V0442,Platform C,Fire Detection,Critical,True,aud_442,2023-08-16,False
V0443,Terminal X,Blowout Preventer,Low,False,aud_443,2024-02-04,True
V0444,Platform C,Relief Valve,High,False,aud_444,2023-07-29,True
V0445,Terminal X,Relief Valve,High,False,aud_445,2023-02-17,True
V0446,Plant Y,Blowout Preventer,Medium,False,aud_446,2023-05-01,True
V0447,Rig A,Blowout Preventer,High,True,aud_447,2022-10-10,False
V0448,Plant Y,Emergency Shutdown,Low,False,aud_448,2023-10-22,True
V0449,Rig B,Fire Detection,Critical,True,aud_449,2023-09-04,False
V0450,Platform C,Blowout Preventer,Critical,False,aud_450,2022-09-07,True
V0451,Rig B,Blowout Preventer,Low,False,aud_451,2022-03-12,True
V0452,Platform C,Gas Detection,High,False,aud_452,2023-03-28,True
V0453,Plant Y,Blowout Preventer,High,False,aud_453,2022-05-31,True
V0454,Terminal X,Fire Detection,Low,True,aud_454,2023-09-30,False
V0455,Terminal X,Relief Valve,Medium,False,aud_455,2022-10-24,True
V0456,Platform C,Relief Valve,Critical,True,aud_456,2023-04-16,False
V0457,Terminal X,Relief Valve,Low,False,aud_457,2022-04-11,True
V0458,Plant Y,Relief Valve,Low,False,aud_458,2022-04-28,True
V0459,Terminal X,Gas Detection,High,False,aud_459,2022-09-26,True
V0460,Plant Y,Blowout Preventer,Critical,True,aud_460,2022-06-12,False
V0461,Rig B,Relief Valve,High,False,aud_461,2022-03-02,True
V0462,Plant Y,Emergency Shutdown,Low,False,aud_462,2023-06-18,True
V0463,Rig A,Relief Valve,Medium,False,aud_463,2022-12-02,True
V0464,Rig A,Blowout Preventer,Critical,False,aud_464,2023-08-30,True
V0465,Rig A,Relief Valve,Low,False,aud_465,2023-08-26,True
V0466,Platform C,Gas Detection,Low,True,aud_466,2023-07-29,False
V0467,Platform C,Fire Detection,Medium,True,aud_467,2023-03-13,False
V0468,Platform C,Fire Detection,Low,False,aud_468,2022-01-07,True
V0469,Plant Y,Blowout Preventer,Low,False,aud_469,2022-08-09,True
V0470,Platform C,Fire Detection,Critical,True,aud_470,2024-01-30,False
V0471,Rig B,Fire Detection,Critical,False,aud_471,2023-10-29,True
V0472,Rig A,Emergency Shutdown,Critical,True,aud_472,2023-12-08,False
V0473,Plant Y,Blowout Preventer,High,False,aud_473,2022-01-23,True
V0474,Rig A,Blowout Preventer,Medium,False,aud_474,2023-11-27,True
V0475,Platform C,Fire Detection,Critical,True,aud_475,2022-10-15,False
V0476,Plant Y,Fire Detection,High,False,aud_476,2022-01-16,True
V0477,Terminal X,Fire Detection,High,True,aud_477,2023-09-18,False
V0478,Rig B,Gas Detection,Medium,True,aud_478,2023-03-06,False
V0479,Platform C,Relief Valve,Medium,True,aud_479,2022-02-01,False
V0480,Platform C,Gas Detection,Low,False,aud_480,2022-10-14,True
V0481,Rig B,Blowout Preventer,High,True,aud_481,2024-01-23,False
V0482,Rig B,Emergency Shutdown,Critical,True,aud_482,2023-04-05,False
V0483,Terminal X,Relief Valve,Medium,False,aud_483,2023-12-22,True
V0484,Platform C,Emergency Shutdown,High,False,aud_484,2023-06-12,True
V0485,Platform C,Blowout Preventer,Critical,False,aud_485,2023-11-12,True
V0486,Rig A,Blowout Preventer,High,False,aud_486,2023-08-12,True
V0487,Plant Y,Emergency Shutdown,Medium,False,aud_487,2022-09-24,True
V0488,Plant Y,Emergency Shutdown,Low,False,aud_488,2024-01-29,True
V0489,Rig A,Emergency Shutdown,High,True,aud_489,2022-09-09,False
V0490,Plant Y,Blowout Preventer,Critical,False,aud_490,2023-04-20,True
V0491,Rig B,Fire Detection,Medium,True,aud_491,2022-10-12,False
V0492,Plant Y,Emergency Shutdown,Low,False,aud_492,2022-03-16,True
V0493,Plant Y,Relief Valve,Critical,True,aud_493,2022-12-10,False
V0494,Rig A,Blowout Preventer,Critical,True,aud_494,2023-10-14,False
V0495,Terminal X,Gas Detection,Critical,False,aud_495,2022-06-20,True
V0496,Plant Y,Gas Detection,High,False,aud_496,2022-02-10,True
V0497,Plant Y,Relief Valve,Medium,True,aud_497,2022-09-28,False
V0498,Terminal X,Fire Detection,Critical,False,aud_498,2022-03-17,True
V0499,Rig A,Emergency Shutdown,High,False,aud_499,2024-01-23,True
V0500,Terminal X,Blowout Preventer,Medium,True,aud_500,2023-04-13,False
V0501,Rig A,Emergency Shutdown,Medium,True,aud_501,2022-10-04,False
V0502,Rig B,Blowout Preventer,High,True,aud_502,2023-04-02,False
V0503,Rig A,Gas Detection,High,False,aud_503,2023-10-04,True
V0504,Rig B,Emergency Shutdown,Critical,False,aud_504,2022-03-18,True
V0505,Rig B,Relief Valve,Medium,False,aud_505,2024-02-19,True
V0506,Rig A,Fire Detection,Low,False,aud_506,2022-04-11,True
V0507,Platform C,Relief Valve,High,True,aud_507,2023-02-27,False
V0508,Rig A,Fire Detection,Medium,False,aud_508,2022-06-09,True
V0509,Plant Y,Emergency Shutdown,Medium,True,aud_509,2022-07-20,False
V0510,Plant Y,Emergency Shutdown,Critical,False,aud_510,2022-05-08,True
V0511,Platform C,Fire Detection,Low,False,aud_511,2023-04-08,True
V0512,Rig B,Gas Detection,Critical,True,aud_512,2022-03-15,False
V0513,Platform C,Blowout Preventer,Low,False,aud_513,2023-06-08,True
V0514,Plant Y,Relief Valve,Low,False,aud_514,2022-04-29,True
V0515,Platform C,Relief Valve,High,True,aud_515,2022-11-19,False
V0516,Rig A,Relief Valve,Medium,False,aud_516,2022-10-21,True
V0517,Platform C,Emergency Shutdown,Medium,True,aud_517,2022-02-08,False
V0518,Rig B,Relief Valve,Medium,True,aud_518,2023-06-25,False
V0519,Rig A,Blowout Preventer,Low,True,aud_519,2023-01-05,False
V0520,Terminal X,Blowout Preventer,Medium,True,aud_520,2023-10-14,False
V0521,Plant Y,Fire Detection,High,False,aud_521,2023-01-06,True
V0522,Plant Y,Emergency Shutdown,Low,False,aud_522,2023-10-19,True
V0523,Platform C,Blowout Preventer,Low,False,aud_523,2022-06-13,True
V0524,Rig A,Gas Detection,Low,True,aud_524,2023-11-08,False
V0525,Terminal X,Emergency Shutdown,Low,False,aud_525,2022-07-01,True
V0526,Rig A,Emergency Shutdown,High,False,aud_526,2022-11-12,True
V0527,Plant Y,Blowout Preventer,Medium,False,aud_527,2022-11-25,True
V0528,Rig A,Gas Detection,High,False,aud_528,2024-02-07,True
V0529,Terminal X,Fire Detection,Medium,True,aud_529,2022-04-05,False
V0530,Platform C,Blowout Preventer,High,True,aud_530,2022-08-06,False
V0531,Rig B,Gas Detection,Critical,False,aud_531,2022-05-07,True
V0532,Rig A,Emergency Shutdown,Critical,True,aud_532,2022-06-19,False
V0533,Rig B,Gas Detection,Critical,False,aud_533,2022-07-21,True
V0534,Plant Y,Emergency Shutdown,Critical,False,aud_534,2022-05-13,True
V0535,Platform C,Blowout Preventer,Low,False,aud_535,2023-07-23,True
V0536,Platform C,Blowout Preventer,Low,True,aud_536,2022-12-16,False
V0537,Rig A,Relief Valve,High,False,aud_537,2023-10-09,True
V0538,Platform C,Relief Valve,High,True,aud_538,2023-12-11,False
V0539,Rig A,Relief Valve,Critical,True,aud_539,2022-02-22,False
V0540,Rig A,Blowout Preventer,Medium,False,aud_540,2024-01-01,True
V0541,Rig B,Fire Detection,Critical,True,aud_541,2022-02-27,False
V0542,Platform C,Blowout Preventer,High,True,aud_542,2022-08-02,False
V0543,Rig A,Gas Detection,Critical,False,aud_543,2022-05-08,True
V0544,Rig B,Blowout Preventer,High,True,aud_544,2023-09-02,False
V0545,Terminal X,Blowout Preventer,Critical,True,aud_545,2022-05-07,False
V0546,Rig B,Emergency Shutdown,Medium,False,aud_546,2022-11-28,True
V0547,Rig B,Emergency Shutdown,Critical,False,aud_547,2022-12-22,True
V0548,Rig A,Emergency Shutdown,Medium,True,aud_548,2022-06-11,False
V0549,Plant Y,Blowout Preventer,Medium,False,aud_549,2022-11-01,True
V0550,Plant Y,Fire Detection,High,False,aud_550,2023-03-30,True
V0551,Plant Y,Gas Detection,Medium,True,aud_551,2022-03-21,False
V0552,Rig B,Gas Detection,Low,True,aud_552,2022-02-07,False
V0553,Rig A,Fire Detection,Low,False,aud_553,2023-01-26,True
V0554,Platform C,Fire Detection,Low,True,aud_554,2022-07-03,False
V0555,Rig B,Gas Detection,High,False,aud_555,2022-11-07,True
V0556,Rig B,Relief Valve,Low,False,aud_556,2023-08-29,True
V0557,Rig A,Emergency Shutdown,High,True,aud_557,2022-09-03,False
V0558,Terminal X,Emergency Shutdown,High,True,aud_558,2022-08-02,False
V0559,Rig B,Gas Detection,Low,False,aud_559,2023-09-17,True
V0560,Terminal X,Fire Detection,Medium,False,aud_560,2023-10-03,True
V0561,Terminal X,Relief Valve,Critical,False,aud_561,2022-07-27,True
V0562,Plant Y,Gas Detection,High,False,aud_562,2022-02-07,True
V0563,Rig A,Emergency Shutdown,Low,True,aud_563,2023-11-01,False
V0564,Terminal X,Blowout Preventer,High,False,aud_564,2022-07-24,True
V0565,Rig A,Fire Detection,Medium,True,aud_565,2024-02-10,False
V0566,Plant Y,Blowout Preventer,Medium,True,aud_566,2022-02-24,False
V0567,Rig A,Gas Detection,Low,False,aud_567,2022-08-04,True
V0568,Rig B,Emergency Shutdown,High,True,aud_568,2022-09-11,False
V0569,Terminal X,Relief Valve,Critical,True,aud_569,2022-06-05,False
V0570,Rig A,Blowout Preventer,Critical,False,aud_570,2022-08-12,True
V0571,Platform C,Relief Valve,High,True,aud_571,2023-12-17,False
V0572,Rig A,Emergency Shutdown,High,True,aud_572,2022-08-07,False
V0573,Terminal X,Blowout Preventer,High,False,aud_573,2022-06-05,True
V0574,Plant Y,Relief Valve,Low,False,aud_574,2022-05-12,True
V0575,Plant Y,Relief Valve,Medium,False,aud_575,2022-06-28,True
V0576,Terminal X,Blowout Preventer,Critical,False,aud_576,2023-12-22,True
V0577,Rig B,Emergency Shutdown,Low,False,aud_577,2022-07-30,True
V0578,Rig B,Relief Valve,High,False,aud_578,2022-09-25,True
V0579,Plant Y,Gas Detection,High,False,aud_579,2023-04-21,True
V0580,Plant Y,Blowout Preventer,Medium,True,aud_580,2022-01-15,False
V0581,Terminal X,Fire Detection,High,True,aud_581,2023-02-14,False
V0582,Rig B,Fire Detection,Low,False,aud_582,2022-07-18,True
V0583,Plant Y,Emergency Shutdown,Low,True,aud_583,2024-02-24,False
V0584,Rig B,Gas Detection,Medium,True,aud_584,2023-03-05,False
V0585,Plant Y,Relief Valve,Low,False,aud_585,2022-06-20,True
V0586,Rig A,Fire Detection,Critical,True,aud_586,2023-10-18,False
V0587,Platform C,Emergency Shutdown,Low,False,aud_587,2022-08-04,True
V0588,Rig A,Gas Detection,Low,True,aud_588,2023-10-06,False
V0589,Plant Y,Gas Detection,Low,False,aud_589,2022-07-13,True
V0590,Platform C,Emergency Shutdown,Critical,True,aud_590,2023-03-16,False
V0591,Platform C,Emergency Shutdown,High,True,aud_591,2022-09-29,False
V0592,Plant Y,Relief Valve,Low,True,aud_592,2023-07-30,False
V0593,Plant Y,Emergency Shutdown,Medium,False,aud_593,2023-07-09,True
V0594,Rig B,Relief Valve,Critical,True,aud_594,2023-02-21,False
V0595,Plant Y,Relief Valve,Medium,True,aud_595,2023-06-14,False
V0596,Terminal X,Blowout Preventer,Low,False,aud_596,2022-08-24,True
V0597,Plant Y,Gas Detection,Medium,False,aud_597,2023-07-09,True
V0598,Terminal X,Gas Detection,Low,True,aud_598,2022-02-02,False
V0599,Plant Y,Gas Detection,Critical,True,aud_599,2022-11-20,False
V0600,Rig B,Blowout Preventer,Medium,True,aud_600,2023-03-18,False
V0601,Terminal X,Relief Valve,Medium,True,aud_601,2023-08-16,False
V0602,Rig A,Relief Valve,Low,False,aud_602,2024-02-26,True
V0603,Terminal X,Emergency Shutdown,Low,True,aud_603,2023-09-12,False
V0604,Rig B,Blowout Preventer,High,True,aud_604,2023-12-09,False
V0605,Terminal X,Emergency Shutdown,Low,False,aud_605,2023-09-11,True
V0606,Plant Y,Blowout Preventer,Low,True,aud_606,2024-01-07,False
V0607,Plant Y,Emergency Shutdown,High,True,aud_607,2023-01-30,False
V0608,Rig B,Fire Detection,Low,True,aud_608,2022-09-21,False
V0609,Platform C,Gas Detection,Low,False,aud_609,2022-07-22,True
V0610,Plant Y,Gas Detection,High,False,aud_610,2022-12-27,True
V0611,Rig A,Relief Valve,Critical,True,aud_611,2023-12-12,False
V0612,Rig B,Fire Detection,Critical,True,aud_612,2022-01-07,False
V0613,Terminal X,Gas Detection,Low,False,aud_613,2022-02-23,True
V0614,Terminal X,Relief Valve,Low,True,aud_614,2022-05-27,False
V0615,Rig A,Fire Detection,High,True,aud_615,2022-04-17,False
V0616,Plant Y,Gas Detection,High,False,aud_616,2023-09-08,True
V0617,Rig B,Emergency Shutdown,Critical,False,aud_617,2023-04-13,True
V0618,Rig A,Blowout Preventer,Medium,False,aud_618,2022-11-13,True
V0619,Plant Y,Fire Detection,Low,True,aud_619,2022-05-11,False
V0620,Rig B,Relief Valve,Medium,True,aud_620,2022-03-05,False
V0621,Terminal X,Fire Detection,Medium,True,aud_621,2022-05-20,False
V0622,Rig B,Relief Valve,High,True,aud_622,2023-04-05,False
V0623,Platform C,Fire Detection,Low,False,aud_623,2022-06-30,True
V0624,Rig B,Relief Valve,Low,True,aud_624,2023-01-30,False
V0625,Platform C,Gas Detection,High,True,aud_625,2023-05-26,False
V0626,Rig B,Emergency Shutdown,Medium,False,aud_626,2024-01-13,True
V0627,Platform C,Gas Detection,High,False,aud_627,2022-06-04,True
V0628,Terminal X,Emergency Shutdown,Critical,True,aud_628,2023-07-15,False
V0629,Plant Y,Gas Detection,Low,False,aud_629,2022-07-12,True
V0630,Platform C,Gas Detection,Critical,False,aud_630,2023-10-22,True
V0631,Platform C,Fire Detection,High,True,aud_631,2023-11-20,False
V0632,Terminal X,Blowout Preventer,Low,True,aud_632,2022-01-31,False
V0633,Platform C,Relief Valve,Critical,True,aud_633,2023-12-16,False
V0634,Rig A,Relief Valve,Critical,True,aud_634,2022-02-10,False
V0635,Terminal X,Relief Valve,Medium,False,aud_635,2023-10-02,True
V0636,Rig A,Emergency Shutdown,Low,False,aud_636,2024-01-30,True
V0637,Terminal X,Relief Valve,Critical,True,aud_637,2022-07-22,False
V0638,Platform C,Relief Valve,Critical,True,aud_638,2024-01-20,False
V0639,Rig A,Fire Detection,Medium,False,aud_639,2022-06-15,True
V0640,Platform C,Gas Detection,Critical,True,aud_640,2022-06-04,False
V0641,Terminal X,Relief Valve,Critical,True,aud_641,2022-08-12,False
V0642,Platform C,Blowout Preventer,Critical,True,aud_642,2022-03-27,False
V0643,Rig A,Relief Valve,Medium,True,aud_643,2023-08-10,False
V0644,Rig A,Emergency Shutdown,Critical,False,aud_644,2023-01-07,True
V0645,Platform C,Emergency Shutdown,Critical,True,aud_645,2022-11-11,False
V0646,Rig B,Emergency Shutdown,Low,False,aud_646,2023-05-27,True
V0647,Terminal X,Relief Valve,Low,True,aud_647,2022-12-11,False
V0648,Terminal X,Fire Detection,Medium,True,aud_648,2023-02-18,False
V0649,Platform C,Blowout Preventer,High,False,aud_649,2023-06-06,True
V0650,Rig B,Relief Valve,Low,True,aud_650,2022-12-25,False
V0651,Rig A,Fire Detection,Medium,False,aud_651,2023-01-11,True
V0652,Plant Y,Fire Detection,Critical,True,aud_652,2023-02-02,False
V0653,Plant Y,Relief Valve,Critical,True,aud_653,2023-04-13,False
V0654,Platform C,Relief Valve,Medium,True,aud_654,2022-10-09,False
V0655,Rig B,Fire Detection,Critical,True,aud_655,2022-11-17,False
V0656,Rig B,Fire Detection,Critical,True,aud_656,2022-09-16,False
V0657,Terminal X,Fire Detection,High,False,aud_657,2022-02-26,True
V0658,Rig A,Relief Valve,Critical,False,aud_658,2023-03-24,True
V0659,Rig B,Fire Detection,Low,True,aud_659,2022-06-17,False
V0660,Plant Y,Emergency Shutdown,Critical,True,aud_660,2023-12-16,False
V0661,Rig A,Relief Valve,Medium,False,aud_661,2023-12-08,True
V0662,Rig A,Emergency Shutdown,High,False,aud_662,2024-01-06,True
V0663,Platform C,Gas Detection,Critical,True,aud_663,2022-10-29,False
V0664,Rig B,Relief Valve,Medium,True,aud_664,2022-03-19,False
